logic,type,inputs,coverage,escape_risk,specificity,leak_burden,leak_tissues,n_crit_leak,protease,prot_spec,prot_cov,crit_leak_before,crit_rescued,crit_still_leak,rescue_frac,safety,complexity_penalty,final_score
(TMEM106B OR EPCAM) AND FAP,OR_AND_protease,3,0.5120748281478882,0.4879251718521118,,,,,FAP,0.4078,77.2,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Spinal_cord_cervical_c-1;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Spinal_cord_cervical_c-1;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7440973837126466,0.1,0.7343
(LMBR1 OR EPCAM) AND MMP11,OR_AND_protease,3,0.4877614676952362,0.5122385025024414,,,,,MMP11,0.6968,97.1,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7983762054558448,0.1,0.734
(LMBR1 OR EPCAM) AND FAP,OR_AND_protease,3,0.4877614676952362,0.5122385025024414,,,,,FAP,0.4078,77.2,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7983762054558448,0.1,0.734
(LMBR1 OR EPCAM) AND ADAM12,OR_AND_protease,3,0.4877614676952362,0.5122385025024414,,,,,ADAM12,0.6592,90.1,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7983762054558448,0.1,0.734
(DSC2 OR EPCAM) AND PLAU,OR_AND_protease,3,0.5137530565261841,0.4862469434738159,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.7283373446226826,0.1,0.7289
(MUC1 OR EPCAM) AND FAP,OR_AND_protease,3,0.5162498950958252,0.4837501049041748,,,,,FAP,0.4078,77.2,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7162460301600965,0.1,0.726
(MUC1 OR EPCAM) AND ADAM12,OR_AND_protease,3,0.5162498950958252,0.4837501049041748,,,,,ADAM12,0.6592,90.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7162460301600965,0.1,0.726
(MUC1 OR EPCAM) AND MMP11,OR_AND_protease,3,0.5162498950958252,0.4837501049041748,,,,,MMP11,0.6968,97.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7162460301600965,0.1,0.726
(PTK7 OR EPCAM) AND MMP11,OR_AND_protease,3,0.511256217956543,0.48874378204345703,,,,,MMP11,0.6968,97.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7258098851127652,0.1,0.7252
(PTK7 OR EPCAM) AND ADAM12,OR_AND_protease,3,0.511256217956543,0.48874378204345703,,,,,ADAM12,0.6592,90.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7258098851127652,0.1,0.7252
(PTK7 OR EPCAM) AND FAP,OR_AND_protease,3,0.511256217956543,0.48874378204345703,,,,,FAP,0.4078,77.2,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.7258098851127652,0.1,0.7252
(DSG2 OR EPCAM) AND PLAU,OR_AND_protease,3,0.5147558450698853,0.48524415493011475,,,,,PLAU,0.4537,98.8,Heart_Atrial_Appendage;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Heart_Atrial_Appendage;Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.6,0.7085215317671576,0.1,0.721
(EPHB3 OR EPCAM) AND FAP,OR_AND_protease,3,0.4976873993873596,0.5023126006126404,,,,,FAP,0.4078,77.2,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.732638741956284,0.1,0.7145
(EPHB3 OR EPCAM) AND MMP11,OR_AND_protease,3,0.4976873993873596,0.5023126006126404,,,,,MMP11,0.6968,97.1,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.732638741956284,0.1,0.7145
(EPHB3 OR EPCAM) AND ADAM12,OR_AND_protease,3,0.4976873993873596,0.5023126006126404,,,,,ADAM12,0.6592,90.1,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.732638741956284,0.1,0.7145
(GPR180 OR EPCAM) AND PLAU,OR_AND_protease,3,0.48675864934921265,0.5132413506507874,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.7512027825583383,0.1,0.7118
(OPN3 OR EPCAM) AND PLAU,OR_AND_protease,3,0.48786377906799316,0.5121362209320068,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.7482700856745887,0.1,0.7116
(SLC37A1 OR EPCAM) AND PLAU,OR_AND_protease,3,0.4817035496234894,0.518296480178833,,,,,PLAU,0.4537,98.8,Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellum;Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.6,0.7608107615198685,0.1,0.711
(SLC26A2 OR EPCAM) AND MMP7,OR_AND_protease,3,0.5179689526557922,0.48203104734420776,,,,,MMP7,0.5278,90.6,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.5,0.6780304613090049,0.1,0.7105
(LDLRAD4 OR EPCAM) AND PLAU,OR_AND_protease,3,0.4908108711242676,0.5091891288757324,,,,,PLAU,0.4537,98.8,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.75,0.7354534177496589,0.1,0.7088
EPCAM,single,1,0.4680324196815491,0.5319675803184509,0.40827334927441017,120.98749385909348,Breast_Mammary_Tissue;Colon_Transverse;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid,4.0,,,,,,,,0.5645457089715411,0.0,0.7088
(MSLN OR EPCAM) AND PLAU,OR_AND_protease,3,0.49627524614334106,0.5037247538566589,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.7184747746842821,0.1,0.7067
(NETO2 OR EPCAM) AND PLAU,OR_AND_protease,3,0.47509315609931946,0.5249068737030029,,,,,PLAU,0.4537,98.8,Brain_Cerebellar_Hemisphere;Brain_Nucleus_accumbens_basal_ganglia;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Nucleus_accumbens_basal_ganglia;Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.6666666666666666,0.7638162730657483,0.1,0.7056
(TSPAN14 OR EPCAM) AND FAP,OR_AND_protease,3,0.499672532081604,0.500327467918396,,,,,FAP,0.4078,77.2,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,,1.0,0.7050780438916852,0.1,0.7041
(TSPAN14 OR EPCAM) AND ADAM12,OR_AND_protease,3,0.499672532081604,0.500327467918396,,,,,ADAM12,0.6592,90.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,,1.0,0.7050780438916852,0.1,0.7041
(TSPAN14 OR EPCAM) AND MMP11,OR_AND_protease,3,0.499672532081604,0.500327467918396,,,,,MMP11,0.6968,97.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,,1.0,0.7050780438916852,0.1,0.7041
(ATP6V0A2 OR EPCAM) AND PLAU,OR_AND_protease,3,0.47883838415145874,0.5211616158485413,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.7504800561326033,0.1,0.7034
(FAT1 OR EPCAM) AND ADAM12,OR_AND_protease,3,0.509762167930603,0.490237832069397,,,,,ADAM12,0.6592,90.1,Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.6776513428361448,0.1,0.702
(FAT1 OR EPCAM) AND MMP11,OR_AND_protease,3,0.509762167930603,0.490237832069397,,,,,MMP11,0.6968,97.1,Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.6776513428361448,0.1,0.702
(FAT1 OR EPCAM) AND FAP,OR_AND_protease,3,0.509762167930603,0.490237832069397,,,,,FAP,0.4078,77.2,Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.6776513428361448,0.1,0.702
(TACSTD2 OR EPCAM) AND PLAU,OR_AND_protease,3,0.5619090795516968,0.4380909204483032,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.5597937701936411,0.1,0.7019
(ADAM12 OR EPCAM) AND PLAU,OR_AND_protease,3,0.47849041223526,0.52150958776474,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.7457260021430694,0.1,0.7009
(PLAUR OR EPCAM) AND FAP,OR_AND_protease,3,0.48499855399131775,0.5150014162063599,,,,,FAP,0.4078,77.2,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,,1.0,0.727220087759764,0.1,0.6992
(PLAUR OR EPCAM) AND ADAM12,OR_AND_protease,3,0.48499855399131775,0.5150014162063599,,,,,ADAM12,0.6592,90.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,,1.0,0.727220087759764,0.1,0.6992
(PLAUR OR EPCAM) AND MMP11,OR_AND_protease,3,0.48499855399131775,0.5150014162063599,,,,,MMP11,0.6968,97.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas;Whole_Blood,,1.0,0.727220087759764,0.1,0.6992
EPCAM OR VTCN1,OR,2,0.5052188038825989,0.4947811961174011,,121.53535230089157,Breast_Mammary_Tissue;Colon_Transverse;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid,4.0,,,,,,,,0.562573874513717,0.05,0.6956
(CDCP1 OR EPCAM) AND PLAU,OR_AND_protease,3,0.48598092794418335,0.5140190720558167,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.7150596967174421,0.1,0.6947
(IGSF3 OR EPCAM) AND PLAU,OR_AND_protease,3,0.4819082021713257,0.5180917978286743,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.7182694068153403,0.1,0.692
(EPCAM OR VTCN1) AND MMP7,OR_AND_protease,3,0.5052188038825989,0.4947811961174011,,,,,MMP7,0.5278,90.6,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.25,0.662573874513717,0.1,0.6906
(EFNA5 OR EPCAM) AND PLAU,OR_AND_protease,3,0.47447913885116577,0.5255208611488342,,,,,PLAU,0.4537,98.8,Brain_Frontal_Cortex_BA9;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Frontal_Cortex_BA9;Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.6,0.731053953523376,0.1,0.6902
DSC2 OR EPCAM,OR,2,0.5137530565261841,0.4862469434738159,,131.0476984536075,Breast_Mammary_Tissue;Colon_Transverse;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Vagina,4.0,,,,,,,,0.5283373446226826,0.05,0.6889
(MET OR EPCAM) AND PLAU,OR_AND_protease,3,0.4785313904285431,0.5214686393737793,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Liver;Lung;Pancreas,Kidney_Cortex;Liver;Pancreas,Kidney_Medulla;Lung,0.6,0.7142664205925571,0.1,0.6868
(PRLR OR EPCAM) AND PLAU,OR_AND_protease,3,0.48753634095191956,0.5124636888504028,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.6933252625012918,0.1,0.6865
(LDLRAD4 OR EPCAM) AND MMP7,OR_AND_protease,3,0.4908108711242676,0.5091891288757324,,,,,MMP7,0.5278,90.6,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.625,0.6854534177496588,0.1,0.6863
(DSG2 OR EPCAM) AND MMP7,OR_AND_protease,3,0.5147558450698853,0.48524415493011475,,,,,MMP7,0.5278,90.6,Heart_Atrial_Appendage;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Heart_Atrial_Appendage;Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.4,0.6285215317671576,0.1,0.685
DSC2 OR VTCN1,OR,2,0.3382588028907776,0.6617411971092224,,23.638386137102906,Breast_Mammary_Tissue;Esophagus_Mucosa;Minor_Salivary_Gland;Vagina,0.0,,,,,,,,0.914921481980797,0.05,0.6847
(DSC2 OR EPCAM) AND MMP7,OR_AND_protease,3,0.5137530565261841,0.4862469434738159,,,,,MMP7,0.5278,90.6,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.25,0.6283373446226825,0.1,0.6839
(SLC26A2 OR TACSTD2) AND PLAU,OR_AND_protease,3,0.49895623326301575,0.5010437965393066,,,,,PLAU,0.4537,98.8,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.6666666666666666,0.6602867556794427,0.1,0.6832
(TMEM106B OR EPCAM) AND PLAU,OR_AND_protease,3,0.5120748281478882,0.4879251718521118,,,,,PLAU,0.4537,98.8,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Spinal_cord_cervical_c-1;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Spinal_cord_cervical_c-1;Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.7142857142857143,0.6298116694269322,0.1,0.6828
(NETO2 OR EPCAM) AND MMP7,OR_AND_protease,3,0.47509315609931946,0.5249068737030029,,,,,MMP7,0.5278,90.6,Brain_Cerebellar_Hemisphere;Brain_Nucleus_accumbens_basal_ganglia;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Nucleus_accumbens_basal_ganglia;Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.5,0.6971496063990816,0.1,0.6756
(SLC37A1 OR EPCAM) AND MMP7,OR_AND_protease,3,0.4817035496234894,0.518296480178833,,,,,MMP7,0.5278,90.6,Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellum;Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.4,0.6808107615198685,0.1,0.675
(LMBR1 OR EPCAM) AND PLAU,OR_AND_protease,3,0.4877614676952362,0.5122385025024414,,,,,PLAU,0.4537,98.8,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.6666666666666666,0.6650428721225115,0.1,0.674
(BACE2 OR TACSTD2) AND FAP,OR_AND_protease,3,0.4813556671142578,0.5186443328857422,,,,,FAP,0.4078,77.2,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.6768132921223339,0.1,0.6728
(BACE2 OR TACSTD2) AND ADAM12,OR_AND_protease,3,0.4813556671142578,0.5186443328857422,,,,,ADAM12,0.6592,90.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.6768132921223339,0.1,0.6728
(BACE2 OR TACSTD2) AND MMP11,OR_AND_protease,3,0.4813556671142578,0.5186443328857422,,,,,MMP11,0.6968,97.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.6768132921223339,0.1,0.6728
GPR180 OR EPCAM,OR,2,0.48675864934921265,0.5132413506507874,,124.69471930327727,Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Colon_Transverse;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid,4.0,,,,,,,,0.5512027825583383,0.05,0.6718
OPN3 OR EPCAM,OR,2,0.48786377906799316,0.5121362209320068,,125.50954568924585,Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Colon_Transverse;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid,4.0,,,,,,,,0.5482700856745888,0.05,0.6716
(DCBLD1 OR EPCAM) AND PLAU,OR_AND_protease,3,0.47449958324432373,0.5255004167556763,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.6880967021400051,0.1,0.6709
SLC26A2 OR EPCAM,OR,2,0.5179689526557922,0.48203104734420776,,145.02506384277052,Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Colon_Transverse;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid,6.0,,,,,,,,0.47803046130900495,0.05,0.6705
(CDH3 OR EPCAM) AND PLAU,OR_AND_protease,3,0.49631616473197937,0.5036838054656982,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.6301695679301944,0.1,0.667
(GPR180 OR EPCAM) AND MMP7,OR_AND_protease,3,0.48675864934921265,0.5132413506507874,,,,,MMP7,0.5278,90.6,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.25,0.6512027825583383,0.1,0.6668
MSLN OR EPCAM,OR,2,0.49627524614334106,0.5037247538566589,,133.78793467229045,Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid,4.0,,,,,,,,0.5184747746842822,0.05,0.6667
(OPN3 OR EPCAM) AND MMP7,OR_AND_protease,3,0.48786377906799316,0.5121362209320068,,,,,MMP7,0.5278,90.6,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.25,0.6482700856745888,0.1,0.6666
(MUC1 OR TACSTD2) AND MMP11,OR_AND_protease,3,0.4753182530403137,0.5246817469596863,,,,,MMP11,0.6968,97.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.6758163197221548,0.1,0.6662
(MUC1 OR TACSTD2) AND ADAM12,OR_AND_protease,3,0.4753182530403137,0.5246817469596863,,,,,ADAM12,0.6592,90.1,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.6758163197221548,0.1,0.6662
(MUC1 OR TACSTD2) AND FAP,OR_AND_protease,3,0.4753182530403137,0.5246817469596863,,,,,FAP,0.4078,77.2,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,,1.0,0.6758163197221548,0.1,0.6662
ATP6V0A2 OR EPCAM,OR,2,0.47883838415145874,0.5211616158485413,,124.89552306338926,Breast_Mammary_Tissue;Cells_EBV-transformed_lymphocytes;Colon_Transverse;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid,4.0,,,,,,,,0.5504800561326033,0.05,0.6634
DSG2 OR EPCAM,OR,2,0.5147558450698853,0.48524415493011475,,147.66704390417635,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Cells_EBV-transformed_lymphocytes;Colon_Transverse;Esophagus_Mucosa;Heart_Atrial_Appendage;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Ovary;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid,5.0,,,,,,,,0.4685215317671576,0.05,0.663
(CD109 OR EPCAM) AND PLAU,OR_AND_protease,3,0.500184178352356,0.49981582164764404,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.6119473702208515,0.1,0.6627
TACSTD2 OR EPCAM,OR,2,0.5619090795516968,0.4380909204483032,,177.87618331722467,Bladder;Breast_Mammary_Tissue;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Pancreas;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Vagina,4.0,,,,,,,,0.359793770193641,0.05,0.6619
(MSLN OR EPCAM) AND MMP7,OR_AND_protease,3,0.49627524614334106,0.5037247538566589,,,,,MMP7,0.5278,90.6,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Lung,Kidney_Cortex;Kidney_Medulla;Pancreas,0.25,0.6184747746842821,0.1,0.6617
DSC2 OR SLC26A2,OR,2,0.38770413398742676,0.6122958660125732,,68.98871066634638,Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cells_Cultured_fibroblasts;Colon_Transverse;Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Pituitary;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Vagina,3.0,,,,,,,,0.7516980546173747,0.05,0.6615
ADAM12 OR EPCAM,OR,2,0.47849041223526,0.52150958776474,,126.2163989617667,Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Colon_Transverse;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pancreas;Pituitary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid,4.0,,,,,,,,0.5457260021430694,0.05,0.6609
(SLC33A1 OR EPCAM) AND PLAU,OR_AND_protease,3,0.49025827646255493,0.5097417235374451,,,,,PLAU,0.4537,98.8,Kidney_Cortex;Kidney_Medulla;Lung;Pancreas,Kidney_Cortex;Pancreas,Kidney_Medulla;Lung,0.5,0.6271172362549104,0.1,0.6595
SLC26A2 OR VTCN1,OR,2,0.37702101469039917,0.6229789853096008,,64.03748875026851,Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Colon_Transverse;Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Pituitary;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum,3.0,,,,,,,,0.7695183330645112,0.05,0.6586
